chr	cpg	count_c	total_coverage
3	12093918	0	5
8	5670547	0	3
8	5618329	0	13
7	13309182	0	14
2	7017037	0	10
10	6467738	0	9
2	17191017	0	13
3	10808197	1	11
4	8534372	0	14
8	914998	0	10
2	8499621	0	19
8	9027375	0	4
5	12131246	0	12
228	2698	0	2
8	4631401	0	5
7	1764329	0	5
8	1483511	0	7
5	9898829	0	2
3	13037178	0	16
5	6028379	0	13
3	1865776	0	6
6	2197495	0	5
8	6485932	0	11
11	1635967	0	3
1	14833908	0	8
8	9867631	0	7
6	3860253	14	16
5	1841779	0	4
3	389641	0	7
3	5723520	0	2
8	7300860	0	21
2	11755871	0	9
6	7481869	0	1
8	6886537	0	9
8	4045774	0	11
7	6729737	0	8
2	14191510	0	19
4	12317148	0	5
4	10754486	0	9
17	36100	0	6
1	6407571	0	13
5	5116748	0	20
4	113993	0	14
2	565535	0	17
2	18351189	0	10
6	1443200	0	4
6	8128708	0	14
1	2695823	0	20
3	9174464	0	16
7	5696850	0	9
4	6400030	0	8
2	18443241	0	11
10	8839708	0	5
8	6556443	0	12
7	13132924	0	1
3	12232831	0	11
5	6879077	0	11
6	9745375	0	14
5	6326739	0	14
6	1076604	0	24
1	15750321	0	4
6	2932860	0	4
5	12322730	0	14
8	178287	1	21
2	18368478	0	7
2	6981393	6	7
4	12300233	0	7
3	1134626	0	5
8	2337909	1	9
10	1156645	0	3
1	13911774	0	7
9	2346556	0	13
9	7580008	0	6
3	68602	0	13
2	11544058	0	14
3	3551595	0	10
7	1238076	0	7
35	37623	0	9
8	11045989	0	5
9	2445203	0	12
1	4144833	0	8
3	8276027	0	12
4	11648069	1	13
6	7522774	0	12
6	2562186	0	4
9	86676	0	11
9	4763491	0	6
1	9691963	0	2
3	11149369	0	7
10	8442947	0	18
2	3834852	0	12
4	8343473	0	5
5	10330832	0	3
9	2539100	0	1
8	8551944	0	6
36	49300	0	3
4	11487223	0	16
7	3053868	0	14
10	2490929	0	23
2	621579	0	4
3	8749722	0	6
6	6692652	0	10
2	11712521	0	5
5	7319793	0	9
8	7668160	0	9
4	10849052	0	11
4	1240452	0	2
6	7437866	0	12
3	1775901	0	9
4	12828199	0	1
10	1071896	1	8
2	1086703	0	2
1	4814688	0	1
1	3005997	0	14
9	2303160	0	13
2	11967927	0	1
2	10315948	0	1
8	5817925	0	8
10	4859403	0	2
8	783338	0	1
5	2877651	0	17
7	10128454	0	14
2	3201560	0	13
6	4745714	0	15
2	18991544	0	6
1	3503157	0	7
1	12591127	0	2
6	4355947	0	12
4	12223314	0	10
8	166285	0	9
1	5845877	0	3
2	2267318	0	7
4	11074306	0	10
6	6058575	0	10
8	8098559	1	12
4	6528608	0	3
251	9813	0	4
1	15983687	0	5
31	74561	0	6
3	984335	0	4
8	6971712	0	7
2	5398260	0	13
5	11313170	0	15
6	10195584	0	10
5	10693460	0	7
2	18936573	0	10
6	270380	0	13
1	7780807	0	13
1	10456022	0	5
3	1374462	0	20
10	5489542	0	5
1	13262912	0	17
2	7014953	0	19
7	9825719	0	2
9	1417256	0	8
4	4671449	0	13
1	18854092	0	21
9	239432	0	3
20	250314	0	4
1	3627549	0	11
9	694957	1	11
98	25866	0	8
7	2923522	0	1
7	4101462	0	12
17	159597	0	8
5	3544480	0	7
6	4355315	0	12
7	5565458	0	6
7	12541257	0	13
2	4935991	0	13
4	7464529	0	2
81	313	0	1
5	7510204	0	14
78	104002	1	14
3	9670070	0	14
8	6255718	0	6
1	6472240	0	3
2	11478759	0	16
1	4472834	0	7
7	8080992	0	9
8	8010856	0	9
1	8676202	0	8
1	18007729	0	9
4	5134623	0	2
2	9716278	0	9
3	3953107	0	8
6	2022020	0	21
8	6694093	0	7
8	5646767	0	4
3	9732816	0	1
2	16753536	0	19
4	2276085	0	4
7	5258542	0	10
98	37520	0	3
7	12438351	0	7
7	6263026	0	4
6	9575012	0	12
3	8625347	0	3
8	5704211	0	13
261	13342	0	4
4	10699876	0	15
16	223248	0	10
3	4642654	0	13
6	2089919	0	6
9	210838	0	5
5	6285493	0	15
4	7497027	0	2
4	2429220	0	13
3	12140398	0	12
3	13087768	0	9
4	9171494	0	2
1	1263889	0	13
1	18375914	0	2
1	3749934	0	9
85	67211	0	13
4	11710029	0	3
1	14760951	0	14
5	6834513	0	11
9	9234712	0	10
6	3358078	0	20
3	5716747	0	7
1	400983	0	10
6	9646982	0	11
5	2338055	0	11
8	8805756	0	13
4	1462542	0	11
3	4041859	0	5
4	3463952	0	10
4	11444650	0	11
3	13009134	0	1
4	6064562	0	22
12	79206	0	2
7	12100053	0	19
6	4597050	1	11
9	2018062	0	15
9	787099	0	8
2	18790745	0	15
1	5813117	0	14
1	8699338	0	5
8	5892357	0	16
10	1935120	1	8
2	13314816	0	6
2	17740720	0	11
5	10711068	0	10
7	11551210	0	11
2	635942	0	15
8	2262549	0	12
7	10782035	0	20
32	22540	0	4
4	11027303	0	18
1	5505329	0	7
4	11213251	0	7
2	13355992	0	12
5	3266337	0	53
3	2401317	0	6
8	3495247	0	6
4	10104872	0	10
2	3914709	0	3
4	7328586	0	2
8	6427909	0	23
1	9467417	0	7
7	12639885	0	10
9	2569179	0	9
8	8059876	0	6
5	1434412	0	8
10	2023706	0	20
2	7478641	0	12
10	4600972	1	9
1	13216947	0	7
7	10679731	0	16
5	3333725	0	21
2	12565996	0	7
6	5017914	0	7
5	995139	0	8
84	48994	0	7
2	16309947	0	18
10	3153237	0	10
8	9165450	0	11
2	4665323	0	14
33	70904	0	4
1	2608115	0	12
8	1664781	0	13
2	705569	0	6
5	11478113	0	2
10	2366516	0	12
2	12909473	0	8
1	14955609	0	9
8	2297121	0	8
3	8845369	0	8
1	14676398	0	11
21	97312	0	10
2	18095855	0	12
6	1235764	0	2
2	1918129	0	6
2	11991256	0	10
10	7040382	0	9
8	6423250	0	14
2	769043	0	11
4	1784424	0	5
1	10897511	0	3
9	2607045	0	7
2	1200474	4	5
8	1602261	0	18
1	1891629	0	11
10	1137060	0	9
7	8591832	0	5
8	10050404	0	3
8	5454291	0	8
2	13358972	0	10
7	1287569	0	10
6	7075649	0	10
27	25799	0	11
3	3238408	0	1
9	1968985	0	8
6	9475267	0	7
5	10045745	0	8
1	18029122	0	15
1	207817	0	3
4	10751561	0	10
2	3834016	0	5
5	8691310	0	6
2	14890414	0	10
1	10658594	0	13
9	4743221	0	4
2	11696368	0	3
7	271389	0	5
1	2341184	0	14
7	2977938	0	3
10	2630998	0	15
2	835687	0	3
2	4806102	0	6
10	3238461	0	11
9	7578999	0	3
7	505544	0	13
3	1685418	0	7
4	9398836	0	1
2	6010405	0	2
8	10383564	0	2
2	3839632	0	4
11	232562	0	9
6	2540270	0	1
9	1284505	0	5
10	1341566	0	7
2	17126866	0	9
5	9592048	0	1
7	1493830	2	16
7	3824078	0	5
7	8786469	0	5
4	10890523	0	14
9	10023030	0	2
7	10601657	1	12
1	14089532	0	12
2	3991310	0	6
4	2430796	0	11
5	3140471	0	35
87	68722	0	12
4	7639073	0	14
1	5894331	0	2
7	10228532	0	12
1	5753136	0	11
5	7607470	0	10
2	11422299	0	6
5	2259732	1	6
5	3557659	0	14
1	6856779	0	12
7	4469241	0	10
1	1043917	0	6
10	7751740	0	9
3	8072111	0	1
9	10182964	0	8
4	244232	0	15
7	3186058	0	2
6	2319436	0	8
3	2330698	0	9
7	11569025	0	7
4	1487087	0	18
4	3839193	0	13
2	12976908	0	7
1	17025205	0	20
17	114833	0	12
2	15456845	0	16
7	8206805	0	11
3	12989371	0	9
1	17100361	0	10
3	1689704	0	8
10	7395644	0	5
9	4264285	0	10
4	10365181	0	11
152	41768	0	1
7	8488151	0	7
3	9912860	0	12
22	204799	0	3
8	4834323	0	2
6	1520663	0	7
5	11268648	0	20
7	12599874	0	8
8	3997334	0	9
10	42837	0	7
10	9381385	0	2
5	4510197	0	4
4	636665	0	13
3	1604954	0	12
2	59116	0	6
1	7406418	0	48
5	8618094	0	9
1	2479576	0	11
2	12611227	0	6
5	170951	0	10
8	199908	0	9
230	23114	0	14
10	93705	0	5
6	3525676	0	6
2	9236645	0	10
4	10450788	0	7
17	100185	0	24
7	1465694	0	12
3	12758110	0	9
59	106608	0	4
3	6709082	0	4
2	17229636	0	8
10	8892476	0	10
6	8683675	0	4
4	11390930	0	4
6	3492125	0	1
8	2217358	0	5
10	7036472	0	20
2	16148187	0	3
30	64647	0	7
10	4319118	0	11
8	1358723	0	13
10	6649714	0	3
4	6177409	0	1
2	2139183	0	3
7	1698753	0	5
8	3283912	0	3
7	2652964	0	1
1	5403205	0	9
5	6238295	0	20
9	3619380	1	10
8	467673	0	12
6	9620173	0	15
1	900801	0	14
2	16342966	0	14
3	1355103	0	14
4	6940752	0	10
6	4752680	0	14
7	3318109	0	5
2	8337918	0	14
1	4266457	0	17
7	10412996	0	6
5	11760465	0	8
9	336946	0	8
10	8885347	0	8
6	177484	0	9
6	5799099	0	9
3	5608359	0	5
4	1003413	1	15
2	1869445	0	7
1	4457565	0	3
1	10244733	0	9
8	7258823	0	6
2	8088751	0	6
2	15269757	0	3
10	1407581	0	8
6	3227787	0	6
2	1143120	0	5
2	6524301	0	1
10	1876108	0	10
3	8782965	0	21
10	9338894	5	6
1	16047808	0	13
2	8091042	0	12
9	7204858	0	5
8	758245	0	17
90	46305	0	2
10	4383349	0	4
3	4327543	0	14
9	8464799	0	1
3	482352	0	12
8	8852078	0	14
2	1714122	0	11
6	2140954	0	9
4	4334000	0	13
4	2449037	0	4
6	3197154	0	12
7	11064672	0	13
7	1247910	0	2
2	15458031	0	10
6	7665581	0	10
9	1877146	0	5
10	381955	0	14
1	7206437	0	17
5	568447	0	4
5	7602196	0	9
8	4118350	0	3
6	113885	0	8
6	6095214	0	14
2	18135093	0	16
4	13547	0	1
1	10077359	0	19
21	44751	0	8
3	5262304	0	9
11	946740	0	1
50	127719	0	2
1	6032899	0	10
5	6942012	0	5
4	12943085	0	14
7	4284115	0	9
6	6614671	0	4
9	119824	0	8
1	4564477	0	14
4	12940942	0	2
3	4228902	0	14
1	2247425	0	9
3	3215108	0	7
4	98191	0	11
2	10651636	0	8
6	7543582	0	14
1	1917222	0	15
11	173549	0	1
8	3632531	0	4
7	2421924	0	11
3	13027359	0	7
7	4236358	0	5
2	12620137	0	12
7	3974374	0	3
5	6908036	0	6
6	6613682	0	12
7	7739354	0	4
5	11245370	0	10
2	16944389	0	9
2	616228	0	8
8	3038850	0	11
3	6572904	0	10
3	8888556	0	2
3	4337128	0	16
10	3972170	0	2
3	3525731	0	1
6	9766999	0	12
5	4328707	0	6
6	1408704	0	4
9	5718593	0	19
1	16479178	0	10
10	1711492	0	12
2	14855866	0	8
1	14492448	0	8
1	16424520	0	12
6	3441605	0	12
1	18685000	0	10
4	1047580	0	13
6	8364968	0	5
5	3266556	0	49
1	12664422	0	2
4	283658	0	6
8	1463809	0	12
213	15760	0	7
8	324770	0	12
1	6100147	0	19
2	1947720	0	12
10	150600	0	15
5	6130016	0	1
9	5501387	0	1
10	6609297	0	23
3	7093396	0	14
9	6267161	0	10
5	10319235	1	14
6	7724645	0	14
2	14694158	0	17
5	6029535	0	11
2	7489761	0	5
1	14761102	0	1
8	2822234	0	7
10	2100163	0	8
10	5109319	1	8
9	8978592	0	10
5	4330642	0	11
8	3811489	0	12
6	2158611	0	8
2	15906888	0	3
10	5325707	0	17
7	13172641	0	6
11	894385	0	1
9	2261697	0	4
8	747526	0	18
7	3364823	0	9
2	2407679	0	13
6	9011199	0	8
6	6715798	0	22
9	1131901	0	10
7	147102	0	8
3	11915545	0	9
7	908474	0	6
5	7577342	0	14
8	4108953	0	6
4	12445538	0	7
10	7195647	0	8
1	18572989	0	15
2	10827305	0	6
1	6036884	0	9
129	42968	0	4
7	4912844	0	8
2	1427379	0	8
1	8019839	0	6
1	10124078	0	5
6	3654855	0	15
8	7405245	1	24
6	10336071	0	3
5	9741258	0	10
10	9052432	0	11
2	18075116	0	5
4	349074	0	6
2	7036368	0	9
6	9492027	0	5
7	13496373	0	6
6	8900606	0	2
3	1375299	0	2
10	7807238	0	9
3	7549576	0	14
6	1887297	0	2
8	4284774	0	15
12	456761	0	3
55	113624	0	9
9	1410546	0	10
5	7793168	5	8
7	2546587	0	3
2	1123080	1	10
2	13732698	0	1
2	11860123	0	4
10	3463779	0	13
9	3534433	0	19
9	2116185	0	3
1	2977689	0	10
7	11479601	0	15
17	250306	0	15
5	10400522	0	3
12	11021	0	4
7	3063175	0	5
7	6778849	0	15
1	15581574	0	7
2	14043758	0	6
6	10347797	0	14
2	8551930	0	10
1	65891	0	11
1	7944224	0	13
2	6839189	0	12
2	19006387	0	10
1	7403995	0	32
6	2855293	0	3
4	4200012	0	4
6	3140278	0	15
2	1649866	0	17
1	2865447	0	3
10	7803202	0	8
5	801246	0	9
2	4355917	0	14
2	13928028	0	19
10	6872948	0	2
5	11948825	0	13
17	75275	0	8
5	10003360	0	10
2	16030639	0	16
7	12938316	0	9
7	12304423	0	9
7	3858132	0	6
1	13930555	0	8
1	14880078	0	16
4	6082679	0	15
10	7131968	0	2
1	7244876	0	6
7	439747	0	10
10	2551606	0	6
43	59744	0	20
9	9024455	0	10
2	3139760	0	8
9	3988362	0	4
7	13161352	0	10
4	13113947	0	11
9	4584083	0	13
6	7559742	0	2
4	11685427	0	6
143	53569	0	1
4	9644187	0	6
3	1324644	0	4
5	11723739	1	8
9	9195876	0	3
8	637105	1	6
3	13396150	0	8
18	91640	0	11
5	7688369	0	3
6	7855394	0	3
3	10995389	0	21
3	1913920	0	10
3	2037872	0	7
1	15556263	0	14
1	13368397	0	2
74	39886	0	2
6	8165626	0	9
8	1399132	0	1
5	10658843	0	11
78	28762	0	2
1	1432464	0	17
5	11237155	0	5
2	1329511	0	4
7	5002245	0	4
8	10765150	0	8
6	7160375	0	8
67	109409	0	2
7	5368614	0	10
1	14484020	0	9
6	5499687	0	6
6	6872643	0	2
2	10304257	0	10
7	9609306	0	9
1	2717705	0	11
4	8303099	0	8
8	4156915	0	9
9	383534	12	14
1	9879601	0	11
6	6753231	0	11
2	13077568	0	16
1	14605678	0	1
1	17009200	0	3
1	1682699	0	9
4	4625424	0	13
4	3781120	0	24
2	9532523	0	22
1	3086663	0	10
10	7994038	0	9
7	6308419	0	6
2	17589454	0	6
10	4026967	0	12
7	5206596	1	12
6	477773	0	17
3	13457520	0	9
9	9007352	0	14
1	12341030	0	15
4	13233654	0	6
7	6872102	0	9
1	4976737	0	12
5	7662867	0	15
7	4540745	0	2
4	7245942	0	17
5	11875024	0	7
1	13508854	0	10
1	12655308	0	5
15	151511	0	5
8	5159920	0	5
4	449506	0	5
6	9385844	0	4
8	10430553	0	11
8	10233286	0	18
1	11567391	0	3
8	304096	0	12
2	14200042	0	8
6	5194991	0	6
5	3592493	0	1
3	4912359	0	2
6	5800212	0	4
2	12601996	0	11
3	8807347	0	7
5	9378853	0	22
8	4810428	0	4
2	2746374	0	15
8	10688202	0	7
207	10100	0	9
5	11991630	1	12
8	462502	0	8
4	5173029	0	4
4	10785016	0	9
3	1056486	0	1
9	480329	0	7
9	2405356	0	7
4	5352879	0	5
166	31394	0	2
2	17525248	0	6
10	694261	0	6
8	6789481	0	5
2	10733907	0	12
8	5055809	0	10
5	5741414	0	10
3	614803	5	5
2	16525555	0	11
3	11564120	0	14
2	16280493	0	6
3	3602143	0	21
7	3500087	0	12
2	12200456	0	3
3	2411986	0	11
1	17160790	0	8
5	7981948	0	15
9	900518	0	6
7	12666757	0	13
7	10827421	0	5
9	6380204	0	3
4	4289458	0	4
10	1380139	0	9
7	10582534	0	14
74	86811	0	10
4	5538741	0	1
2	16983293	0	6
2	10752213	0	16
2	12442938	0	17
50	67699	0	1
10	1869759	0	11
1	8987661	0	12
4	4992980	0	11
4	10999329	0	9
4	2252430	0	14
4	7617686	0	1
9	2851834	0	7
3	7985999	0	3
3	3388397	0	5
9	1640007	0	1
9	419160	0	10
7	331249	0	8
1	7537843	0	6
62	95636	0	13
9	688848	0	17
1	15884404	0	12
2	4550064	1	11
7	6756259	0	3
10	4710121	0	3
65	31894	0	1
7	10611657	0	18
7	7582491	0	14
3	11180847	0	13
3	3615935	0	2
4	8797642	0	8
5	2753672	0	5
8	1768553	0	10
10	2179932	0	7
4	1750714	1	12
3	11093067	0	12
7	10420165	10	10
3	9671690	0	13
1	17987331	0	7
5	866179	0	5
4	4500068	1	18
3	12466576	0	9
7	3869569	0	6
3	3945251	0	12
8	290169	0	9
4	10526024	0	3
2	16986897	0	8
6	2049648	0	11
9	3587808	0	6
8	9376767	0	4
8	3544793	0	9
5	9094055	0	11
3	4364978	1	8
7	12878619	0	3
8	2103913	0	11
101	67561	0	27
7	4890733	0	14
9	1274917	1	10
8	7796532	0	8
1	17723101	0	20
3	11315416	0	9
8	5142548	0	14
8	5214413	0	10
67	86965	0	5
