chr	cpg	count_c	total_coverage
6	9743905	0	4
150	50345	0	2
6	1615672	0	2
7	4622792	0	12
2	18940054	0	16
1	5836394	0	2
5	5540726	0	2
4	631470	0	15
7	12623748	0	14
7	12399974	0	3
4	4006255	0	9
10	7477277	0	14
11	188818	0	3
7	10312527	0	19
3	11546776	0	5
3	2580178	0	9
7	10489322	0	10
2	2605551	0	3
1	3730191	0	11
3	11959992	0	5
7	7966061	0	8
7	11055926	0	23
9	8907996	0	2
4	8289910	0	14
4	2940889	0	13
6	7665022	0	14
4	5098343	0	3
10	6658920	1	11
1	10065159	0	2
1	17890077	0	6
10	2157895	0	9
91	78833	0	2
4	12227565	0	1
3	13492034	0	8
2	13798312	0	8
6	3230643	0	3
5	391439	0	1
5	7341245	0	18
2	8212887	0	6
5	9406857	0	5
8	254344	0	9
8	2123716	0	1
1	2789545	0	4
2	18577742	0	13
8	2252388	0	5
8	5410369	0	8
6	2020315	0	13
9	8527801	0	7
8	2834476	0	32
1	12759195	0	11
2	15519702	0	8
3	7293936	0	2
8	10756298	0	1
3	1317734	0	11
8	8981181	0	6
7	5882192	1	21
6	4839092	0	6
8	2668962	0	10
7	5171467	0	8
8	3151250	0	5
5	5326750	0	15
8	2251046	0	2
2	7285299	0	9
1	6923797	0	7
6	4315685	0	7
2	15726615	0	13
2	7984239	0	5
7	11743922	0	12
7	4685781	0	9
3	4974972	0	15
7	12288277	1	10
2	1131992	0	2
2	15253191	0	7
7	11872561	0	3
5	3899122	0	2
8	6484519	0	12
6	4856969	0	7
6	3558085	0	9
6	5842375	0	9
8	8104387	0	5
8	8990103	0	24
7	4306012	0	4
10	8856627	0	6
1	10387981	0	22
1	13583852	0	8
7	9518704	0	14
6	4734140	0	4
3	11976952	0	7
107	68786	0	2
7	12512888	0	6
3	10873802	0	13
10	6683117	0	5
2	18855443	0	3
2	3973259	0	13
7	2606991	0	6
39	74946	0	1
1	773649	0	1
1	1157158	0	10
3	2457996	0	1
4	8780825	0	8
10	5838854	0	5
2	13511933	0	1
3	2565921	18	18
10	2507659	0	5
9	1480029	0	6
5	7313638	0	4
3	6015003	4	4
3	5903463	0	25
11	1317910	0	29
5	10548700	0	5
10	8892293	0	16
7	5375046	0	8
10	6097897	0	2
5	6729455	0	9
2	13650821	0	2
9	1395754	0	12
1	7342233	0	4
102	38610	0	9
2	2179358	0	2
7	10653161	0	7
2	3374145	0	13
3	4282143	0	2
3	4147653	0	3
5	3914649	1	11
10	9103485	0	12
3	693858	0	9
5	9990110	0	10
4	12450141	0	28
1	8540495	0	6
9	3116844	0	14
7	12316946	0	1
10	1219521	0	14
8	5392700	0	10
9	2568940	0	6
4	11463513	0	19
5	6259767	0	6
7	85307	0	6
7	3515935	0	8
2	16380040	0	5
5	7044845	0	9
2	13802942	0	1
7	9760461	0	6
3	4809142	0	12
6	4166258	0	6
24	144783	0	3
8	2195366	0	20
5	6284571	0	1
7	4676635	0	12
4	2426774	0	8
2	5582238	0	13
1	7307843	0	13
2	3837083	0	1
6	5004600	0	7
4	716859	7	8
6	1157425	0	13
73	89253	0	2
6	839520	0	4
7	401504	0	7
6	9902967	0	5
6	3779558	0	7
8	6926501	0	3
3	12198239	0	19
6	5909506	1	11
2	15404445	0	5
4	11527680	0	11
6	3343004	0	12
10	4967916	0	9
9	67613	0	26
2	16048119	12	14
4	759493	0	15
5	2906723	0	1
2	7627969	1	5
3	10643190	0	12
4	3174918	0	15
8	4215256	0	3
26	150561	0	7
4	4401700	0	6
8	1435682	0	18
2	4712778	0	8
8	7178445	0	15
7	5317855	0	10
6	940938	0	12
10	7151867	0	9
9	91000	0	16
10	5114432	0	7
6	3554741	0	5
1	5637273	0	8
7	5350991	0	10
5	6382093	0	4
4	9481229	0	1
9	6774187	0	1
6	6890043	0	12
25	224670	0	12
8	5817127	0	5
1	1466631	0	2
2	14447878	0	4
84	72261	1	6
1	10522501	0	13
1	14722396	0	7
10	650445	0	10
9	1463025	0	22
2	13709089	0	6
9	67863	0	9
3	1929766	0	2
2	5494981	0	1
9	751287	0	8
4	11240197	0	7
8	5897055	0	16
2	18334462	0	4
4	545074	0	3
1	17616888	0	4
9	3979911	0	2
10	5370577	0	15
8	5948838	0	17
2	191376	0	3
1	13499039	0	10
4	4433686	1	9
5	8743217	0	8
5	12326138	0	13
64	79368	0	4
4	237177	0	1
9	9576622	0	18
2	3567065	0	1
10	7680813	0	3
9	7457341	0	2
5	1606364	0	7
7	9504234	0	29
6	582049	0	6
58	93667	0	5
1	10468669	0	4
4	3524480	0	11
10	7765159	0	8
2	15810499	0	5
10	9459950	0	9
8	1041798	0	1
9	4930970	0	2
3	1093728	0	2
3	7552832	0	8
49	78795	0	8
7	256231	0	1
1	10821994	0	4
190	37318	0	6
2	603805	0	6
6	4172173	0	10
8	2514189	0	5
4	11925016	0	19
10	4646531	0	11
4	12011383	0	5
9	4690592	0	15
10	9465965	0	18
10	9137050	0	5
1	13743410	0	10
1	8309094	0	1
8	4007821	0	5
7	4299377	0	6
4	1428147	0	1
6	2910399	0	1
2	282397	0	7
17	260338	0	26
2	15128600	0	2
3	10433789	0	10
6	3328788	0	19
2	7332996	0	8
1	16562484	0	2
1	16498126	0	3
7	675621	0	19
7	12975967	11	12
6	7315237	0	8
1	8630321	0	1
3	3739184	0	3
3	3346253	0	13
7	460776	0	4
7	434765	0	8
2	18668099	0	11
2	3919007	0	11
31	113221	0	2
4	9863967	0	2
1	1185199	0	9
5	7978086	0	6
1	16400760	0	9
4	11472392	0	7
6	1508667	0	10
3	9522002	0	11
3	1041920	0	14
8	1246017	0	5
1	8720906	0	1
3	1686701	0	11
2	8723568	0	2
8	2363725	0	3
4	561353	0	1
26	172871	0	7
209	14700	1	32
17	337178	0	8
2	14051713	0	6
8	4145431	0	14
2	5687989	0	11
8	7517781	0	5
9	1224235	0	6
7	1988265	0	1
3	2780022	0	3
2	15913498	0	12
3	8146780	0	7
3	9729794	0	9
3	740707	0	3
2	15814579	0	6
8	7447051	0	11
1	15087952	0	10
10	1231658	0	6
2	1843234	0	10
4	12043049	0	3
5	12084816	0	13
1	14777803	1	13
7	1770637	0	4
19	64814	0	1
5	11446256	0	5
1	16846830	0	12
3	10482492	1	21
1	17142377	0	7
2	9733469	0	6
2	2528176	0	8
3	4095725	0	9
2	5096345	0	13
2	819621	0	14
5	4083142	0	9
1	9643850	0	13
1	18532645	0	1
3	6641388	0	13
1	12454096	0	2
8	9335974	0	12
60	32788	0	12
5	2845766	0	12
10	392942	0	2
6	2407913	0	10
9	1499660	0	10
2	15441710	1	16
7	12519819	0	20
2	8050962	0	7
1	15776028	0	21
2	2592689	0	6
7	4998044	0	9
9	7044546	0	7
102	27240	0	2
7	13608460	0	1
40	126541	0	13
1	3500561	0	1
2	4700013	0	11
7	5493163	0	5
2	15207562	0	10
122	26906	0	8
8	792533	0	14
5	6640980	0	10
2	5501455	0	11
101	68941	0	8
7	13296009	0	14
4	829032	0	11
1	11447068	0	7
94	36297	0	4
7	515215	0	14
8	3202594	0	7
4	9453149	0	4
7	10205693	1	13
6	5916896	0	10
1	11585183	0	20
1	6012935	0	4
6	8655909	0	10
2	1612687	0	18
9	6481549	0	1
1	1578532	0	9
77	102368	0	3
5	7757248	0	8
7	8792000	0	2
7	10702157	0	10
14	391883	0	13
1	4002033	0	13
8	1740708	0	8
1	5823241	0	5
5	12496117	0	2
7	13067583	0	19
2	12820031	0	7
3	11966757	0	11
8	10355366	0	11
7	4346044	0	8
9	5448084	0	1
10	9566755	0	12
1	4855425	0	6
7	10449305	0	11
5	7747079	0	10
3	10238543	0	8
7	11433030	0	12
9	853711	0	15
5	6875702	0	16
3	7349339	0	5
37	74029	0	3
1	2156962	0	14
2	7971397	0	1
15	349319	0	1
5	9950925	0	16
3	1751395	0	6
2	14625343	0	11
5	9951855	0	10
5	1053073	0	6
8	2397846	0	7
1	13292889	0	7
3	6229323	0	7
10	1358199	0	9
2	14873784	0	7
2	1328376	0	19
3	11115795	0	8
9	4680320	0	26
3	4549960	0	24
3	11269478	0	3
1	15507989	0	6
1	2662083	0	14
5	3008462	0	7
4	7844464	0	2
1	1262609	0	7
2	7933287	0	22
17	231438	0	1
5	1885949	0	9
4	6099291	0	8
6	6528718	0	10
5	1822745	0	7
4	421845	0	15
9	5736424	0	4
2	10848278	0	10
7	9463474	0	2
10	9591107	0	3
4	1909603	0	24
5	8421668	0	11
1	18098618	0	10
4	7097724	0	2
27	26638	0	11
3	11671567	0	8
4	9329862	0	22
1	14586350	0	11
16	221314	0	10
8	819978	0	2
4	10745544	0	3
2	2104281	0	12
67	21233	0	3
8	4286229	0	4
4	558981	0	3
2	14812752	0	8
14	351381	0	4
5	8409544	0	15
1	15644596	0	12
2	15093398	0	2
3	7133799	0	11
3	8355610	0	3
28	46547	0	14
10	8862759	0	6
2	17243376	0	4
7	11891456	0	17
10	2949196	0	18
1	8279957	0	12
9	3702916	0	2
10	7749876	0	4
6	6971976	0	3
8	10199739	0	2
2	5646465	0	18
160	12368	0	14
7	6443465	0	1
9	65805	0	1
3	13608266	0	11
1	12000504	0	7
1	9165629	0	1
2	15885026	1	5
2	4436920	0	5
3	626564	0	3
60	85830	0	2
2	16377040	0	10
4	2107964	0	13
8	4960077	0	4
1	14151264	0	17
2	4549835	0	8
1	70358	0	3
1	9110354	0	10
4	153742	0	14
6	8876265	0	11
8	5125493	0	2
8	654988	0	7
5	4068501	0	13
6	844721	0	15
7	7565338	0	18
6	6355710	0	15
3	12272841	0	14
5	1778925	0	12
8	6728240	0	31
2	3013148	0	6
5	3418856	0	10
8	6940198	0	17
2	17473531	0	22
4	3035196	0	7
10	3883042	1	2
8	850943	0	4
2	13571391	0	7
113	51872	0	42
9	7704715	0	8
4	12089352	0	14
4	2756640	0	12
205	32663	0	8
2	264946	1	15
2	8964988	0	7
1	5688713	0	10
3	12878715	0	6
6	1504883	0	10
1	18132173	0	22
7	11245121	0	7
8	5605050	0	4
8	2140937	0	16
79	85003	0	5
7	5217324	0	4
4	5310752	0	8
1	4554107	0	4
2	12453242	0	3
5	6749509	0	8
2	18755331	0	15
6	9395388	0	11
5	9110225	0	16
3	4741904	0	3
6	437123	0	23
6	7888084	0	15
5	9717643	0	6
7	9845266	0	7
1	13743576	0	10
1	16127452	0	2
4	8039714	0	1
3	7828050	0	1
7	2604476	0	2
2	15309042	0	4
7	1592805	0	6
7	1070863	0	1
9	1854577	0	17
4	828200	0	13
5	141168	0	7
1	13077199	0	4
8	1029926	0	4
9	9995672	0	16
6	1958241	0	5
9	9056441	0	7
4	10419400	0	1
3	5547881	0	16
2	8725886	0	10
10	1068819	0	7
10	9458469	0	4
9	2602894	0	5
3	811087	0	24
4	9241330	0	2
8	4691305	0	2
3	1676400	0	19
3	13301583	0	10
125	64616	0	1
3	12360298	0	15
2	1117604	0	1
3	10540630	0	17
8	6136486	0	9
2	11844866	0	19
2	11582270	0	13
4	13196774	0	9
4	4779660	0	7
1	3034902	0	12
6	680637	0	16
1	647640	0	3
7	7809504	0	31
8	7745823	0	16
4	4931258	1	13
9	798426	0	2
3	2254573	0	17
2	14771560	0	3
10	8234030	0	11
7	4078376	0	17
8	1449686	0	16
9	1866165	0	8
10	132259	0	5
4	8347467	0	6
8	4222894	0	13
9	1366982	0	6
6	6800050	0	12
1	13897873	0	4
8	10859580	0	8
1	10955744	0	9
3	4197501	0	6
5	7482221	0	1
5	11453248	0	17
3	7039518	0	4
6	539699	0	11
187	40836	0	1
2	3994772	0	14
6	9157776	0	12
2	42507	7	7
2	7080275	0	3
2	7269032	0	18
6	6394944	0	12
5	9301925	0	2
77	74949	1	18
1	12671540	0	10
8	2143586	0	3
7	874420	0	7
9	5437675	0	4
1	9681725	0	4
31	201492	0	1
2	15094095	0	13
3	5296505	0	7
4	5347672	0	14
1	2559286	0	11
6	6494349	0	11
4	11802494	0	17
4	9824675	0	1
2	18945916	0	12
2	971149	0	8
6	4018041	0	6
5	7278510	0	13
3	1480406	1	8
9	3530599	0	9
3	11169249	0	22
9	1286210	0	8
7	2089607	0	12
67	66838	0	2
1	15733786	0	6
1	16294012	0	2
5	11040327	0	1
4	4028961	0	13
3	10815877	0	11
270	21780	0	10
33	33882	0	10
7	6668737	0	8
3	5157384	0	6
2	2799990	0	6
7	2238359	0	8
5	7133152	0	1
5	2014306	0	5
9	7727802	0	18
3	3753455	0	13
10	48867	0	15
1	12858717	0	8
2	18324444	0	12
5	12351912	0	11
8	9771531	0	14
5	9222856	1	15
6	3357821	0	12
9	7429239	0	2
3	11926617	0	8
8	3105306	0	10
3	12761642	0	25
20	39225	0	2
8	4954956	0	15
2	7881025	0	25
6	2626770	0	11
1	16291585	0	3
1	14754580	0	8
9	3657567	0	20
6	8024302	0	14
3	1038284	0	1
5	5536781	0	2
7	3304449	1	9
8	1921278	0	12
2	18055121	0	11
10	5470025	0	8
1	3017636	0	7
10	6101612	0	18
9	4429507	0	33
4	1654686	0	2
5	10976624	0	17
2	15139359	0	2
7	1315592	0	15
2	6813892	0	4
1	16462662	0	3
6	6657	0	2
2	2632597	0	10
2	3494032	0	13
10	2304602	0	12
1	17425585	0	4
6	7667977	0	1
3	4817201	0	2
7	11820886	0	3
9	325718	0	10
7	12448880	0	14
9	8233861	0	3
2	5528532	0	8
2	4664035	0	9
7	593536	0	17
1	16830475	0	2
4	1626798	0	13
3	3667693	0	8
9	207924	0	1
10	6838479	0	5
9	2293277	0	9
9	5365824	0	1
5	9690052	0	4
4	785797	0	2
1	1296094	0	10
30	101325	0	4
1	16870933	0	4
7	4243205	0	8
4	1036594	0	20
8	9859219	0	16
10	759167	0	6
59	48584	0	17
3	11101533	0	16
5	11438411	0	7
9	1711682	0	2
5	3923902	0	14
1	12670460	0	6
9	7647398	0	15
7	10625842	0	5
2	3838272	0	2
20	88586	0	1
5	4842291	0	8
8	5568094	0	8
1	3668866	0	1
6	9652207	0	1
8	1069868	0	11
3	2066288	1	23
1	13354950	0	13
7	4402239	0	20
3	5238939	0	6
7	2138121	0	11
2	8045353	0	22
2	13930047	0	10
8	9519519	0	15
3	9143281	0	11
4	2392230	0	9
8	1074554	0	22
2	453487	0	7
112	56933	0	10
6	3622126	0	6
6	6987571	0	16
5	3703877	0	1
7	11990684	0	6
7	3059061	0	7
7	1843222	0	5
47	73719	0	2
2	15040912	0	4
3	3322877	0	29
4	11849119	0	1
22	212933	0	1
10	4605545	0	1
8	9419067	0	1
4	11617653	0	8
2	17673330	0	2
7	11894011	0	15
3	367973	0	17
3	10430053	0	7
40	152775	0	33
6	9243598	0	10
5	10536689	0	9
6	7173231	0	11
18	190708	0	31
1	3586780	0	6
4	12040501	0	4
4	2202777	0	5
9	4566593	0	9
39	74358	1	17
3	3482237	0	7
6	4883510	0	13
11	623339	0	5
10	8814960	0	10
9	3049465	0	3
2	17507317	0	2
46	13311	0	4
1	7694966	0	22
3	12539814	0	8
7	2351375	0	10
3	1083545	0	2
4	6419403	0	7
3	11850365	0	16
4	4586544	0	13
4	10551179	0	9
4	8707828	0	2
3	7787774	0	18
9	4597067	0	3
8	5913162	0	9
2	12999075	0	14
1	1777610	0	4
2	5398378	0	18
2	3833999	0	1
9	1723183	0	23
6	6043181	0	16
2	11304332	0	13
8	3160514	0	7
215	16639	0	17
5	9689484	0	11
3	1957911	0	14
2	3439581	0	12
6	2420066	0	10
9	10029078	0	12
2	14318419	0	24
3	10271072	0	13
5	6125484	0	6
2	9921288	0	2
4	5760757	0	18
5	10673981	0	8
41	110459	0	1
5	8746377	0	13
5	8776401	0	24
2	7988547	0	15
5	10839705	0	12
2	16717777	0	7
1	10124475	0	1
4	1105973	0	3
9	2773466	0	10
2	7198788	0	1
3	5141915	0	6
2	16622166	0	9
2	11918317	0	14
10	516751	7	13
2	14877259	0	16
7	5920231	1	14
46	58457	0	15
2	10831925	0	1
2	12102563	0	3
7	13064806	0	16
8	2643868	0	11
4	2403199	0	11
9	5687859	0	17
8	5582328	0	5
1	3800167	1	9
10	7853953	0	6
1	2421445	0	19
5	7618168	0	2
3	13648554	0	10
2	7306577	0	15
3	2385640	0	8
1	6952170	0	9
7	3911001	0	14
3	172566	0	10
207	29771	0	2
9	810862	0	10
4	9252526	0	17
5	1505018	1	74
7	1097453	0	1
7	12907257	0	14
5	10308071	0	9
6	1579712	0	15
7	7231107	0	2
7	6858261	0	10
7	12879453	0	10
116	849	0	1
2	7238083	0	5
3	11235411	0	3
10	1571761	0	1
3	977459	0	10
4	5676136	0	8
28	156415	0	1
1	5628990	0	12
1	15582453	0	10
4	5723231	0	6
8	1290166	0	6
4	5808540	0	9
4	11003720	0	21
9	7452241	0	17
10	253000	0	3
3	13674800	0	11
3	5326840	0	14
3	579425	0	14
2	4315122	0	1
3	2603795	0	9
9	2844333	0	23
8	3140757	0	20
8	5966364	0	2
6	10162459	0	1
1	9057756	0	6
3	3056731	0	5
3	8394994	0	8
6	9626764	0	3
7	938985	0	5
12	608255	0	2
1	13693170	0	9
2	19023369	0	1
1	1708540	0	4
4	2767479	0	11
5	4733525	0	1
8	10130933	0	2
10	6910714	0	23
3	2302938	0	12
5	2326615	0	10
8	3448973	0	7
2	11448981	0	18
7	10843649	0	4
10	7187679	0	10
7	1746319	0	4
1	12547515	0	9
4	160006	0	6
2	16020574	0	6
10	2069855	0	2
6	2066778	0	17
2	10620699	0	1
1	7402990	1	13
2	17189445	0	14
91	6684	0	14
62	76618	0	12
5	8808658	0	11
278	23040	1	12
134	13750	0	9
7	1484485	0	1
9	2952321	1	12
2	1254772	0	6
6	4204730	0	16
7	800111	0	18
7	5823849	0	13
3	5430278	0	15
1	17091083	0	10
36	120326	0	6
58	57305	0	1
2	3781981	0	2
9	549161	0	5
2	16815944	0	6
3	5745570	0	8
1	15641832	0	1
7	11289839	0	14
6	6525056	0	10
4	11079210	0	8
10	7421074	0	14
3	10949561	0	5
8	4573959	0	5
1	2304710	0	13
2	17195678	0	3
41	140598	0	3
7	7944803	0	7
2	8598718	0	21
10	3647468	0	12
8	5098991	0	7
10	4778195	0	4
6	9279058	0	17
7	7007511	0	6
5	8827171	0	8
1	18457034	0	5
65	45380	0	17
5	1120549	0	3
7	7607958	0	13
4	11927361	0	7
10	9480683	0	8
10	399348	0	12
8	6873216	0	3
4	12008834	0	8
4	2003063	0	9
16	366046	0	1
10	4728509	0	13
5	8361414	0	21
8	6221418	0	19
2	16364201	0	7
10	2512557	0	8
7	2047140	0	3
8	4335855	0	23
3	11718068	0	8
7	3732628	0	3
6	6453427	0	12
4	4063485	0	9
5	2724566	0	8
6	9005046	0	10
6	863896	0	3
1	14745048	0	1
2	673527	0	5
6	844978	1	16
5	6057927	0	7
8	850981	0	5
10	2075124	0	5
10	9282978	0	3
1	9575787	0	1
10	8855383	0	6
2	5015382	0	7
2	16826643	0	11
8	4474482	0	21
10	6942308	2	3
3	2148088	0	10
8	3495860	0	13
7	12453999	0	5
3	10956807	1	20
1	3800703	0	8
1	17402375	0	5
3	5441412	0	8
1	11938168	0	10
4	3217298	0	6
3	1463677	0	10
20	191498	0	8
7	1672204	1	12
4	5061831	0	8
5	4003281	0	1
8	1707845	0	9
1	18762100	1	14
9	1100284	0	9
2	16502288	0	8
5	10219843	0	2
10	7538155	0	4
8	840842	0	17
4	9237653	0	8
1	13276715	0	7
2	5828618	0	5
10	1471471	3	3
5	8313488	0	3
6	4652872	0	8
2	9110901	0	12
1	17938643	0	11
1	3087374	0	7
3	5585529	0	10
1	1043132	0	2
5	5193595	0	16
5	11060170	0	5
1	3769635	0	21
6	8775067	0	22
1	1879107	0	2
1	2075129	0	9
6	5966068	0	12
5	12488343	0	1
8	11153115	0	1
10	7402702	0	15
1	16552512	0	12
2	2062497	0	7
10	6860480	0	4
1	13608550	1	10
1	2862801	0	12
9	9048928	0	6
2	11323564	0	4
8	6344662	0	2
3	13168956	0	12
2	17500330	0	15
9	3539700	1	8
2	5706836	1	15
7	12540813	0	10
3	2398274	0	4
4	8928998	0	2
7	5470906	0	9
2	5822329	0	11
7	9841197	1	9
4	631081	0	4
3	10998949	0	12
4	7124541	0	3
8	2865154	0	11
2	4922979	0	3
5	2347114	0	3
85	84213	0	4
7	7745749	0	5
40	73684	0	10
10	6225582	0	8
8	10972412	0	9
7	2087448	0	21
9	9223030	0	10
70	62864	0	1
2	5076977	0	6
112	12594	0	1
2	13251920	0	10
3	7764579	0	8
2	15009522	0	12
10	8326509	0	11
3	8825022	0	17
6	6616830	0	8
5	4506684	0	2
2	15697770	0	17
2	16727896	0	4
1	2037039	0	5
2	5825784	0	6
42	11623	0	3
4	1962415	0	10
33	87794	0	16
7	4871243	0	16
2	1972457	0	13
48	49861	0	1
4	1866325	0	7
2	16835149	0	10
1	393349	0	4
2	204946	0	4
2	15419818	0	9
1	1634202	0	22
8	10825075	0	44
111	36551	0	38
10	8713418	0	12
7	10117237	0	16
2	7919670	0	1
5	3241406	0	4
1	14955427	0	3
4	1876032	0	9
2	3809173	0	8
7	200413	0	11
1	15311304	1	7
2	5244607	0	8
1	1450459	0	2
2	7444218	1	11
8	7792214	0	7
9	1354944	0	2
7	811701	0	8
2	15050969	0	6
7	1952043	0	3
11	493471	0	1
7	8717109	0	3
7	1372222	7	7
6	2661174	0	27
3	5183847	0	13
6	2791752	0	15
8	2699136	0	10
3	7150831	0	20
5	5948731	0	5
7	11873458	0	3
9	4435316	0	2
10	522872	0	5
10	9142391	0	13
3	9424266	0	7
2	5501669	0	12
7	13096330	0	14
1	17702693	1	8
2	14230434	0	13
7	11922952	0	1
2	7506158	0	3
1	18210808	0	7
2	13206163	0	10
2	9574083	0	15
7	4225946	0	6
7	2788297	0	6
89	49264	0	24
4	7249577	0	3
1	9183730	0	2
2	8358068	0	10
6	3775687	0	17
1	17681061	0	19
2	2125474	0	10
4	7814137	0	1
1	11380177	0	5
7	953789	0	2
1	9020161	0	1
2	11833968	0	1
1	789748	0	4
6	4097110	0	13
1	12508950	0	7
1	3969439	0	21
5	9446713	0	21
1	6916725	0	4
9	9998474	0	8
5	5164281	0	8
4	10634509	0	11
1	7994054	0	15
242	14960	0	2
3	3786195	0	10
9	1332069	0	11
8	9566128	0	1
5	10829641	0	22
6	3167030	0	5
10	8289685	0	22
7	6462928	0	4
9	239270	0	6
4	10387510	0	4
5	9395251	4	5
3	11432311	0	11
7	5120176	0	7
6	7107514	0	4
4	233374	0	6
5	8327510	0	3
37	111187	0	7
4	9101487	0	1
9	2483493	0	12
5	7730012	0	9
8	3042986	0	8
3	628633	0	2
9	9593770	0	13
2	7618050	0	8
41	129603	0	1
10	5851936	0	4
5	8538248	1	8
4	8139416	0	2
2	14199873	0	10
9	3416267	0	2
2	18662893	0	21
1	17435392	1	8
3	7811329	0	16
157	22313	1	37
6	8219989	0	2
3	6317164	0	24
2	11074541	0	1
4	2229365	0	5
4	1876524	0	14
9	3569487	0	16
5	7792362	0	3
1	6500609	0	16
2	13471833	0	4
10	9166339	0	15
1	18743979	0	17
2	13431069	0	14
8	1390487	0	5
4	8989095	0	1
9	8913303	0	6
8	9054252	0	9
4	12145499	0	5
2	5228283	0	9
2	3735217	0	1
3	11600037	1	14
7	5312276	0	9
3	11701909	0	8
7	3830088	0	14
1	4116659	0	1
1	12100797	0	25
50	30328	0	9
44	59782	0	6
59	46546	0	11
